q1,q2,q3,q4,q5,mis1,mis2,mis3,mis4,mis5,sample
13.951,13.563,11.284,12.379,9.108,0.015,0.046,0.296,0.045,0.221,unm
21.181,15.741,8.856,8.798,10.379,0.055,0.055,0.014,0.034,0.048,unm
9.391,16.522,15.926,16.134,16.993,0.108,0.002,0.018,0.028,0.016,unm
14.091,6.623,8.474,8.775,8.313,0.006,0.176,0.059,0.009,0.048,unm
12.647,15.630,10.198,13.826,11.609,0.095,0.013,0.047,0.020,0.012,unm
6.242,6.405,5.157,6.186,5.963,0.026,0.177,0.103,0.147,0.060,unm
12.209,13.230,10.505,10.331,8.761,0.032,0.113,0.159,0.020,0.008,unm
5.892,9.638,11.117,10.873,14.213,0.050,0.041,0.061,0.120,0.019,unm
13.870,17.223,15.302,14.915,25.596,0.006,0.008,0.085,0.080,0.010,unm
10.872,10.389,14.364,13.363,11.992,0.056,0.009,0.016,0.046,0.054,unm
13.550,13.006,15.011,20.434,18.238,0.116,0.076,0.005,0.007,0.014,unm
16.392,16.240,12.553,10.766,8.146,0.008,0.011,0.007,0.010,0.032,unm
11.360,10.343,10.943,7.813,10.212,0.021,0.018,0.031,0.256,0.052,unm
6.953,11.886,19.716,16.390,14.626,0.066,0.028,0.018,0.073,0.029,unm
12.179,8.605,13.094,15.589,18.842,0.020,0.007,0.007,0.013,0.011,unm
14.778,18.735,15.195,14.913,11.025,0.010,0.022,0.082,0.075,0.055,unm
14.312,15.918,19.475,21.109,18.701,0.010,0.016,0.010,0.013,0.010,unm
11.217,11.419,15.185,18.914,15.602,0.073,0.007,0.058,0.066,0.084,unm
8.711,8.459,9.563,9.061,12.079,0.065,0.194,0.204,0.102,0.020,unm
9.302,9.914,9.352,7.310,9.728,0.040,0.013,0.018,0.004,0.016,unm
9.550,9.064,9.971,10.335,11.392,0.055,0.042,0.009,0.071,0.004,unm
13.655,16.310,14.878,13.198,13.954,0.015,0.003,0.010,0.049,0.013,unm
10.064,11.691,16.198,16.685,15.422,0.017,0.052,0.025,0.071,0.086,unm
15.346,14.690,17.163,19.947,13.640,0.015,0.019,0.021,0.040,0.071,unm
14.059,16.044,13.089,12.958,13.165,0.040,0.041,0.017,0.058,0.048,unm
8.148,7.557,7.945,8.159,8.973,0.050,0.039,0.024,0.033,0.053,unm
11.291,12.767,17.078,16.908,16.749,0.007,0.095,0.041,0.003,0.012,unm
9.930,10.276,12.841,12.804,8.208,0.024,0.043,0.059,0.095,0.006,unm
13.033,14.690,13.187,12.950,10.828,0.017,0.033,0.065,0.122,0.071,unm
9.215,9.159,9.014,11.583,11.772,0.087,0.040,0.115,0.045,0.015,unm
15.514,17.276,18.348,14.897,11.981,0.011,0.015,0.076,0.024,0.018,unm
16.620,19.218,18.091,14.526,15.609,0.029,0.004,0.005,0.027,0.002,unm
15.944,18.050,13.276,6.196,5.947,0.077,0.029,0.067,0.052,0.157,unm
11.075,8.531,8.319,11.571,12.505,0.011,0.032,0.237,0.017,0.018,unm
13.591,16.414,10.702,10.559,8.236,0.018,0.009,0.015,0.006,0.089,unm
14.847,10.184,12.929,15.881,22.789,0.061,0.044,0.065,0.039,0.006,unm
15.196,13.356,10.925,12.582,12.456,0.034,0.049,0.069,0.103,0.005,unm
11.129,10.076,7.502,11.543,19.621,0.012,0.040,0.028,0.110,0.015,unm
10.803,13.868,15.990,10.513,13.610,0.020,0.040,0.024,0.042,0.007,unm
6.720,10.896,11.672,6.861,7.948,0.057,0.042,0.019,0.034,0.035,unm
9.450,8.102,9.065,7.945,8.465,0.019,0.056,0.053,0.034,0.081,unm
9.389,10.341,12.735,12.350,11.186,0.103,0.049,0.002,0.002,0.060,unm
6.040,8.424,9.325,6.359,6.373,0.045,0.076,0.049,0.055,0.025,unm
12.820,11.385,6.304,6.990,9.276,0.118,0.062,0.032,0.030,0.025,unm
11.078,8.489,11.287,16.493,17.329,0.014,0.049,0.015,0.019,0.025,unm
7.745,12.510,13.346,15.824,22.089,0.020,0.014,0.037,0.012,0.013,unm
7.119,7.576,9.421,11.398,7.606,0.243,0.158,0.058,0.044,0.041,unm
17.936,23.307,17.598,11.804,12.145,0.009,0.008,0.017,0.031,0.007,unm
13.761,14.505,11.993,8.951,8.875,0.049,0.108,0.043,0.086,0.187,unm
15.865,13.168,9.915,4.880,9.197,0.026,0.056,0.089,0.065,0.097,unm
8.837,9.227,13.752,12.784,10.879,0.060,0.211,0.026,0.012,0.031,unm
14.919,12.000,11.781,6.950,7.459,0.115,0.029,0.026,0.039,0.077,unm
9.462,6.582,10.231,12.215,13.795,0.007,0.039,0.054,0.085,0.033,unm
15.081,14.330,9.481,6.199,6.794,0.056,0.152,0.215,0.218,0.067,unm
11.255,9.050,11.393,10.254,9.192,0.016,0.032,0.026,0.105,0.034,unm
12.492,18.808,18.119,13.571,16.064,0.003,0.002,0.004,0.012,0.007,unm
12.215,15.301,11.932,10.648,10.174,0.112,0.022,0.004,0.045,0.159,unm
9.805,14.779,13.803,13.143,13.550,0.027,0.015,0.019,0.121,0.116,unm
14.320,7.334,6.912,9.171,11.714,0.024,0.034,0.082,0.057,0.014,unm
12.267,16.701,13.758,9.987,9.085,0.137,0.028,0.013,0.055,0.023,unm
12.782,14.381,20.618,23.961,15.347,0.035,0.006,0.006,0.006,0.084,unm
5.971,11.648,14.143,9.920,10.214,0.285,0.046,0.016,0.032,0.025,unm
5.924,10.390,10.931,9.998,12.204,0.036,0.043,0.046,0.054,0.041,unm
8.262,9.026,13.448,9.234,6.686,0.030,0.104,0.036,0.019,0.051,unm
5.806,4.803,7.597,10.270,15.840,0.045,0.065,0.017,0.046,0.025,unm
7.752,5.498,10.141,14.208,10.470,0.040,0.113,0.074,0.116,0.021,unm
10.424,11.302,8.874,8.610,7.560,0.057,0.033,0.062,0.083,0.073,unm
11.886,19.716,16.390,14.626,17.220,0.028,0.018,0.073,0.029,0.011,unm
8.275,9.086,10.964,12.886,9.732,0.019,0.033,0.060,0.099,0.165,unm
11.379,12.786,10.551,10.318,9.692,0.073,0.007,0.063,0.010,0.050,unm
13.149,12.452,15.684,20.729,13.835,0.018,0.048,0.017,0.009,0.212,unm
14.105,15.674,15.140,16.255,12.341,0.120,0.056,0.043,0.033,0.031,unm
9.668,11.499,11.319,10.030,11.870,0.029,0.004,0.014,0.085,0.008,unm
10.186,16.129,24.774,28.869,26.797,0.030,0.017,0.019,0.007,0.020,unm
16.508,11.737,9.738,12.118,14.557,0.005,0.010,0.055,0.019,0.011,unm
11.679,12.054,15.328,13.226,8.437,0.030,0.008,0.006,0.019,0.021,unm
23.108,13.544,7.715,7.800,7.657,0.018,0.100,0.065,0.056,0.089,unm
13.190,18.774,13.629,11.607,11.058,0.108,0.009,0.120,0.020,0.017,unm
13.573,10.542,9.105,6.727,12.632,0.010,0.033,0.029,0.150,0.047,unm
14.647,15.203,12.048,10.040,9.254,0.012,0.064,0.071,0.197,0.193,unm
9.640,8.057,7.519,11.788,15.451,0.094,0.091,0.105,0.049,0.014,unm
14.081,15.783,16.347,16.547,11.976,0.042,0.073,0.082,0.101,0.007,unm
6.848,9.032,9.035,10.264,8.659,0.090,0.027,0.198,0.026,0.106,unm
12.150,14.464,14.513,13.371,19.107,0.037,0.038,0.111,0.027,0.031,unm
7.146,9.776,13.396,9.967,10.639,0.177,0.092,0.013,0.007,0.023,unm
9.162,9.672,14.340,14.110,11.733,0.154,0.015,0.004,0.003,0.010,unm
12.206,11.230,7.451,6.860,6.968,0.031,0.013,0.099,0.073,0.204,unm
9.958,9.534,10.379,12.755,14.851,0.029,0.194,0.111,0.034,0.007,unm
14.645,15.257,15.206,12.811,15.230,0.069,0.060,0.030,0.059,0.104,unm
15.805,12.454,11.300,9.136,10.787,0.066,0.018,0.057,0.294,0.035,unm
13.811,9.610,10.259,9.964,9.627,0.100,0.007,0.007,0.013,0.055,unm
8.093,9.977,9.354,14.010,16.617,0.058,0.011,0.043,0.038,0.029,unm
7.334,6.912,9.171,11.714,13.545,0.034,0.082,0.057,0.014,0.113,unm
18.941,20.901,15.427,11.836,14.733,0.017,0.022,0.049,0.161,0.030,unm
14.807,14.284,10.727,11.488,12.011,0.097,0.006,0.019,0.007,0.005,unm
14.575,17.271,18.453,15.689,15.617,0.001,0.023,0.063,0.041,0.034,unm
16.127,8.832,8.962,10.389,9.463,0.019,0.030,0.131,0.013,0.024,unm
10.373,12.864,14.681,20.026,14.880,0.186,0.039,0.089,0.034,0.020,unm
9.967,10.639,12.218,13.687,12.596,0.007,0.023,0.015,0.003,0.020,unm
15.886,17.705,20.765,24.266,29.704,0.045,0.052,0.103,0.011,0.003,unm
14.444,14.944,10.909,9.835,12.274,0.044,0.050,0.019,0.054,0.007,unm
8.232,8.607,13.420,17.419,12.008,0.034,0.031,0.005,0.003,0.006,unm
9.197,7.195,8.566,11.528,13.154,0.097,0.052,0.105,0.156,0.011,unm
12.115,12.660,14.132,19.600,18.161,0.020,0.001,0.005,0.004,0.006,unm
19.139,13.319,12.894,13.467,13.766,0.019,0.007,0.002,0.005,0.003,unm
9.346,9.753,13.865,13.994,9.279,0.003,0.004,0.015,0.014,0.040,unm
11.356,8.942,11.454,11.432,8.239,0.012,0.021,0.044,0.044,0.058,unm
12.522,13.307,9.704,11.168,14.883,0.018,0.011,0.069,0.009,0.011,unm
9.089,6.519,7.335,6.501,10.181,0.043,0.038,0.021,0.020,0.052,unm
6.399,7.943,9.927,12.765,7.609,0.176,0.046,0.083,0.053,0.062,unm
15.125,10.437,9.785,10.287,8.303,0.017,0.009,0.052,0.013,0.062,unm
6.374,7.026,6.569,6.962,8.375,0.065,0.015,0.017,0.028,0.032,unm
12.650,12.426,8.541,8.617,9.384,0.011,0.009,0.274,0.022,0.102,unm
5.931,6.652,10.850,13.273,9.053,0.062,0.072,0.017,0.023,0.048,unm
10.094,7.925,8.191,10.326,13.641,0.038,0.051,0.016,0.084,0.042,unm
9.101,9.771,11.274,11.148,11.070,0.023,0.034,0.005,0.021,0.015,unm
14.880,10.137,12.060,17.688,17.511,0.020,0.006,0.019,0.013,0.034,unm
8.817,9.905,10.256,10.764,13.763,0.085,0.005,0.005,0.067,0.003,unm
7.052,6.959,10.722,9.780,10.263,0.067,0.209,0.146,0.094,0.019,unm
10.816,12.238,14.505,13.356,10.249,0.024,0.030,0.106,0.037,0.154,unm
14.741,14.389,16.410,13.283,10.584,0.045,0.017,0.023,0.024,0.113,unm
8.622,8.406,10.561,11.808,8.595,0.011,0.021,0.090,0.026,0.003,unm
6.950,7.459,9.761,13.532,14.502,0.039,0.077,0.034,0.064,0.074,unm
9.902,6.298,8.109,6.703,6.993,0.036,0.109,0.113,0.116,0.054,unm
7.906,11.902,12.532,9.541,11.210,0.010,0.034,0.010,0.056,0.084,unm
6.326,7.265,8.579,8.344,9.050,0.024,0.023,0.005,0.001,0.005,unm
15.747,10.092,13.581,14.709,11.177,0.020,0.104,0.029,0.105,0.034,unm
5.320,10.871,13.854,10.497,11.343,0.062,0.009,0.009,0.012,0.019,unm
11.581,15.819,22.092,15.597,12.018,0.031,0.016,0.022,0.034,0.026,unm
10.871,13.854,10.497,11.343,11.352,0.009,0.009,0.012,0.019,0.117,unm
9.496,6.295,6.094,7.697,7.238,0.034,0.125,0.015,0.033,0.010,unm
12.806,7.347,7.282,7.977,12.000,0.045,0.031,0.084,0.040,0.068,unm
7.264,5.806,4.803,7.597,10.270,0.053,0.045,0.065,0.017,0.046,unm
11.264,7.480,11.252,12.017,10.872,0.012,0.208,0.081,0.035,0.070,unm
10.995,9.908,11.284,12.520,15.683,0.004,0.241,0.067,0.091,0.018,unm
8.334,8.159,10.619,10.452,7.726,0.009,0.014,0.015,0.039,0.024,unm
10.629,17.211,20.028,14.385,11.631,0.017,0.021,0.024,0.109,0.097,unm
6.519,7.335,6.501,10.181,9.078,0.038,0.021,0.020,0.052,0.097,unm
12.269,11.125,13.500,12.605,9.008,0.118,0.014,0.098,0.034,0.017,unm
9.571,13.055,13.156,8.815,10.612,0.043,0.028,0.012,0.011,0.007,unm
12.394,13.880,18.682,15.385,10.715,0.057,0.009,0.021,0.011,0.049,unm
12.520,15.683,10.684,10.379,12.296,0.091,0.018,0.025,0.034,0.039,unm
9.363,9.803,16.743,13.561,12.631,0.089,0.128,0.012,0.020,0.018,unm
8.637,9.736,11.266,12.410,15.060,0.165,0.033,0.086,0.029,0.029,unm
10.786,13.575,7.864,8.853,10.100,0.007,0.037,0.099,0.086,0.164,unm
9.914,11.944,14.929,16.844,20.700,0.048,0.008,0.105,0.034,0.098,unm
8.548,10.592,10.409,10.729,12.837,0.078,0.122,0.009,0.024,0.022,unm
10.363,9.904,8.500,8.602,11.923,0.017,0.009,0.033,0.170,0.037,unm
9.007,7.266,9.501,15.887,15.954,0.227,0.175,0.126,0.022,0.026,unm
8.853,10.100,10.581,6.514,10.020,0.086,0.164,0.053,0.018,0.014,unm
15.422,13.437,11.281,12.651,11.724,0.111,0.067,0.079,0.039,0.069,unm
5.995,7.228,5.311,5.608,7.301,0.314,0.036,0.025,0.031,0.243,unm
15.892,15.182,11.951,9.016,8.607,0.020,0.056,0.023,0.032,0.047,unm
11.283,13.833,11.293,14.452,10.952,0.085,0.021,0.121,0.041,0.036,unm
11.187,12.990,15.126,12.167,12.338,0.184,0.099,0.083,0.114,0.009,unm
16.363,20.912,14.724,13.591,16.414,0.012,0.025,0.118,0.018,0.009,unm
9.665,9.490,12.220,13.035,9.462,0.008,0.019,0.023,0.079,0.131,unm
14.718,13.674,10.959,6.525,8.829,0.058,0.064,0.072,0.133,0.177,unm
11.269,14.096,15.886,16.740,14.556,0.014,0.011,0.024,0.053,0.020,unm
10.279,9.236,8.106,7.505,7.142,0.016,0.079,0.065,0.043,0.034,unm
11.702,12.152,7.465,8.627,11.866,0.032,0.023,0.027,0.174,0.010,unm
16.961,16.261,15.747,10.092,13.581,0.033,0.025,0.020,0.104,0.029,unm
15.302,14.915,25.596,18.552,10.363,0.085,0.080,0.010,0.012,0.017,unm
15.589,18.842,22.347,15.906,11.919,0.013,0.011,0.011,0.048,0.091,unm
8.623,8.897,11.228,12.261,8.007,0.024,0.018,0.044,0.029,0.048,unm
6.348,9.949,12.135,7.335,12.636,0.005,0.008,0.016,0.025,0.038,unm
28.023,27.642,16.880,14.913,15.834,0.002,0.001,0.103,0.060,0.031,unm
13.786,11.556,8.446,11.170,11.607,0.058,0.044,0.125,0.055,0.026,unm
10.216,11.405,9.617,5.971,11.648,0.031,0.075,0.114,0.285,0.046,unm
12.860,15.033,15.910,11.702,9.650,0.056,0.056,0.064,0.074,0.047,unm
10.620,12.033,11.197,13.660,12.836,0.002,0.005,0.014,0.021,0.068,unm
17.409,12.795,18.505,25.717,17.741,0.008,0.019,0.005,0.003,0.008,unm
12.031,13.143,12.592,12.966,13.722,0.116,0.137,0.064,0.014,0.109,unm
13.813,18.478,17.280,12.021,11.774,0.020,0.004,0.005,0.004,0.123,unm
10.450,8.518,10.352,17.451,17.951,0.050,0.182,0.072,0.010,0.003,unm
13.549,10.316,8.932,10.668,13.431,0.072,0.055,0.124,0.077,0.050,unm
12.019,10.779,7.184,7.959,7.977,0.053,0.030,0.081,0.452,0.057,unm
7.291,6.585,4.946,9.220,14.232,0.006,0.006,0.004,0.009,0.000,unm
9.506,9.668,12.335,10.748,9.037,0.025,0.012,0.010,0.012,0.001,unm
10.704,11.083,11.800,11.595,6.336,0.079,0.029,0.076,0.067,0.140,unm
10.901,12.265,15.151,16.263,11.814,0.075,0.012,0.022,0.044,0.019,unm
15.281,10.008,14.339,13.378,12.796,0.028,0.414,0.052,0.097,0.155,unm
6.287,8.107,8.485,9.332,7.010,0.211,0.053,0.026,0.030,0.054,unm
11.415,13.471,16.198,18.408,11.730,0.033,0.044,0.004,0.008,0.126,unm
9.471,8.111,9.410,8.940,10.487,0.015,0.062,0.015,0.071,0.060,unm
9.874,5.905,8.464,6.128,7.791,0.024,0.074,0.051,0.105,0.099,unm
8.101,12.572,14.842,14.236,14.063,0.014,0.015,0.010,0.004,0.009,unm
16.006,12.762,5.233,11.103,9.133,0.043,0.026,0.092,0.048,0.030,unm
10.434,12.733,14.798,13.346,16.913,0.016,0.032,0.101,0.081,0.047,unm
12.580,14.410,13.152,12.901,12.455,0.070,0.026,0.040,0.021,0.040,unm
11.445,16.779,13.672,8.617,11.510,0.119,0.040,0.055,0.067,0.043,unm
13.568,13.233,9.134,9.028,8.725,0.029,0.019,0.009,0.078,0.081,unm
10.643,11.317,16.179,16.961,16.261,0.025,0.033,0.036,0.033,0.025,unm
10.190,8.728,9.959,11.840,9.241,0.023,0.024,0.005,0.005,0.004,unm
13.804,13.902,13.299,15.209,15.309,0.003,0.038,0.072,0.006,0.004,unm
11.809,10.336,8.489,7.659,10.739,0.050,0.085,0.011,0.065,0.011,unm
9.832,10.558,7.607,8.824,11.991,0.049,0.031,0.032,0.029,0.030,unm
14.786,12.115,12.660,14.132,19.600,0.017,0.020,0.001,0.005,0.004,unm
14.783,18.122,17.336,18.072,14.710,0.005,0.011,0.003,0.012,0.034,unm
9.884,12.663,11.077,9.425,9.079,0.070,0.073,0.046,0.006,0.019,unm
13.577,14.561,13.231,10.798,14.817,0.019,0.074,0.036,0.078,0.046,unm
9.541,11.210,11.498,10.267,9.902,0.056,0.084,0.041,0.032,0.036,unm
22.845,15.059,11.980,17.088,16.447,0.005,0.033,0.009,0.011,0.013,unm
12.407,13.046,6.916,7.945,7.341,0.009,0.011,0.068,0.091,0.358,unm
9.061,12.079,13.205,12.669,12.759,0.102,0.020,0.012,0.036,0.023,unm
9.022,9.190,7.789,7.496,7.962,0.084,0.051,0.033,0.114,0.165,unm
15.128,9.640,8.057,7.519,11.788,0.043,0.094,0.091,0.105,0.049,unm
10.260,9.149,10.381,8.274,8.429,0.022,0.185,0.189,0.011,0.007,unm
8.572,13.296,14.314,9.759,11.600,0.035,0.003,0.006,0.003,0.135,unm
16.389,12.964,12.573,10.974,11.856,0.015,0.106,0.058,0.013,0.080,unm
13.306,10.964,10.716,9.597,8.093,0.005,0.108,0.021,0.010,0.058,unm
11.401,11.056,11.100,8.109,8.217,0.078,0.028,0.129,0.137,0.207,unm
11.825,10.430,10.912,9.471,8.111,0.013,0.044,0.011,0.015,0.062,unm
8.455,11.079,10.487,9.397,19.265,0.154,0.132,0.156,0.194,0.010,unm
8.029,9.807,11.634,11.885,10.271,0.320,0.109,0.035,0.006,0.042,unm
14.359,7.556,10.181,12.843,15.318,0.020,0.034,0.039,0.122,0.029,unm
12.702,16.360,13.415,14.069,12.168,0.077,0.038,0.024,0.085,0.116,unm
10.558,7.607,8.824,11.991,12.812,0.031,0.032,0.029,0.030,0.031,unm
6.874,7.229,6.882,9.341,8.309,0.051,0.080,0.071,0.022,0.062,unm
11.766,13.925,14.934,11.200,12.094,0.026,0.002,0.010,0.018,0.007,unm
8.771,8.029,9.807,11.634,11.885,0.197,0.320,0.109,0.035,0.006,unm
10.797,14.894,13.801,11.143,9.052,0.055,0.016,0.063,0.077,0.112,unm
7.754,9.832,10.558,7.607,8.824,0.018,0.049,0.031,0.032,0.029,unm
6.128,7.791,6.109,10.940,12.270,0.105,0.099,0.101,0.029,0.031,unm
6.219,11.582,10.602,15.963,14.741,0.077,0.030,0.019,0.015,0.011,unm
11.573,12.800,16.184,18.009,12.718,0.063,0.008,0.008,0.005,0.023,unm
6.943,6.363,9.011,16.363,20.912,0.301,0.291,0.087,0.012,0.025,unm
13.603,11.504,13.058,12.489,11.320,0.087,0.111,0.206,0.020,0.073,unm
10.179,7.629,9.255,10.706,17.262,0.066,0.243,0.035,0.200,0.019,unm
15.173,9.190,12.382,11.387,7.321,0.007,0.021,0.009,0.084,0.056,unm
11.462,12.265,12.499,14.883,16.634,0.020,0.042,0.042,0.058,0.080,unm
29.704,27.839,17.954,12.133,17.171,0.003,0.003,0.018,0.017,0.011,unm
16.749,15.049,14.988,13.440,9.231,0.012,0.024,0.035,0.014,0.003,unm
14.942,15.502,13.033,15.044,15.321,0.022,0.022,0.048,0.017,0.018,unm
6.906,7.850,8.105,7.922,6.206,0.077,0.043,0.040,0.038,0.190,unm
19.008,22.385,14.801,10.367,11.331,0.013,0.024,0.042,0.118,0.109,unm
14.814,9.871,10.373,9.477,9.592,0.021,0.087,0.032,0.004,0.002,unm
9.904,11.135,7.848,8.595,9.157,0.021,0.039,0.091,0.089,0.033,unm
14.505,11.993,8.951,8.875,11.812,0.108,0.043,0.086,0.187,0.044,unm
14.827,21.702,13.714,13.769,9.969,0.005,0.006,0.186,0.012,0.022,unm
8.153,8.454,8.242,7.150,6.238,0.022,0.026,0.015,0.144,0.082,unm
13.745,15.104,16.021,15.872,10.969,0.066,0.026,0.038,0.021,0.022,unm
9.379,11.916,12.545,12.090,10.928,0.086,0.016,0.036,0.044,0.023,unm
14.663,15.907,15.379,14.824,9.558,0.053,0.059,0.115,0.070,0.124,unm
12.768,12.717,8.252,8.450,10.859,0.015,0.008,0.046,0.230,0.021,unm
11.389,12.540,8.015,11.483,11.667,0.011,0.017,0.051,0.009,0.022,unm
11.898,17.035,15.493,18.645,15.620,0.036,0.009,0.014,0.020,0.026,unm
16.200,13.704,15.449,12.661,7.524,0.043,0.033,0.070,0.093,0.146,unm
11.380,11.825,10.430,10.912,9.471,0.013,0.013,0.044,0.011,0.015,unm
12.673,20.852,23.512,15.268,11.420,0.069,0.013,0.009,0.067,0.048,unm
14.381,19.469,14.794,7.823,8.282,0.050,0.005,0.035,0.180,0.249,unm
11.369,11.801,11.841,12.871,13.297,0.016,0.018,0.013,0.050,0.037,unm
10.383,14.942,15.502,13.033,15.044,0.083,0.022,0.022,0.048,0.017,unm
8.121,8.936,10.048,10.232,17.031,0.176,0.218,0.086,0.020,0.006,unm
6.454,8.306,9.599,9.608,10.941,0.096,0.115,0.036,0.068,0.025,unm
6.608,6.420,8.974,11.832,14.694,0.017,0.077,0.022,0.034,0.029,unm
12.392,13.175,13.497,7.529,7.787,0.006,0.030,0.063,0.055,0.055,unm
12.736,7.051,10.693,16.754,14.827,0.021,0.046,0.047,0.005,0.005,unm
18.210,15.074,12.209,13.811,9.610,0.080,0.084,0.044,0.100,0.007,unm
7.147,12.523,10.846,9.174,10.492,0.135,0.023,0.034,0.048,0.035,unm
7.068,9.204,8.473,8.465,10.759,0.182,0.014,0.020,0.271,0.058,unm
12.223,14.251,18.497,17.764,12.383,0.073,0.005,0.007,0.007,0.021,unm
10.888,10.599,7.860,12.322,15.505,0.061,0.113,0.084,0.034,0.016,unm
12.384,12.478,8.355,8.515,8.607,0.031,0.028,0.024,0.045,0.101,unm
11.012,10.353,6.030,12.908,13.336,0.010,0.033,0.083,0.020,0.048,unm
11.058,11.425,11.946,13.344,16.771,0.014,0.021,0.029,0.035,0.034,unm
9.779,10.119,9.356,11.358,11.681,0.110,0.044,0.155,0.088,0.046,unm
7.007,7.790,10.733,10.533,11.884,0.049,0.030,0.006,0.014,0.025,unm
9.133,4.627,3.951,5.568,8.051,0.030,0.011,0.014,0.039,0.016,unm
14.163,6.943,9.364,7.368,6.934,0.041,0.045,0.008,0.364,0.142,unm
10.381,16.638,16.879,22.813,14.005,0.154,0.018,0.004,0.002,0.026,unm
15.189,9.357,9.729,11.234,14.989,0.021,0.057,0.056,0.074,0.032,unm
6.005,8.004,10.620,12.033,11.197,0.126,0.161,0.002,0.005,0.014,unm
16.366,18.025,18.035,11.874,13.293,0.049,0.004,0.011,0.014,0.003,unm
13.834,15.312,13.540,10.742,9.637,0.019,0.014,0.027,0.094,0.120,unm
9.333,9.218,10.339,14.773,13.713,0.130,0.130,0.011,0.052,0.015,unm
7.853,14.171,23.409,25.384,17.576,0.066,0.037,0.006,0.004,0.029,unm
8.406,8.680,8.943,8.813,8.206,0.091,0.098,0.058,0.043,0.082,unm
13.077,20.936,14.795,9.739,14.229,0.010,0.002,0.066,0.117,0.060,unm
11.471,12.058,14.827,13.993,17.307,0.079,0.026,0.006,0.040,0.023,unm
14.158,15.273,8.641,9.819,11.988,0.035,0.034,0.027,0.017,0.024,unm
10.203,8.771,8.029,9.807,11.634,0.027,0.197,0.320,0.109,0.035,unm
10.024,11.960,14.644,16.620,19.218,0.057,0.007,0.008,0.029,0.004,unm
6.836,8.733,8.013,5.448,7.435,0.179,0.026,0.078,0.072,0.030,unm
11.511,10.205,9.403,15.773,14.819,0.012,0.027,0.055,0.005,0.013,unm
8.995,11.013,9.604,8.581,9.091,0.024,0.019,0.045,0.037,0.111,unm
11.993,9.463,11.559,8.302,10.381,0.037,0.150,0.148,0.293,0.033,unm
8.692,10.215,12.588,14.900,14.949,0.052,0.070,0.005,0.105,0.038,unm
9.943,12.702,14.538,9.463,12.244,0.034,0.037,0.043,0.032,0.037,unm
11.590,13.060,11.864,11.701,10.631,0.016,0.022,0.058,0.098,0.115,unm
24.804,15.892,15.182,11.951,9.016,0.023,0.020,0.056,0.023,0.032,unm
13.394,10.979,10.782,11.088,9.239,0.010,0.026,0.026,0.090,0.179,unm
12.044,12.044,9.272,12.641,16.137,0.019,0.035,0.061,0.009,0.028,unm
6.695,7.966,8.686,10.019,8.936,0.131,0.039,0.207,0.242,0.028,unm
9.973,11.903,10.502,10.705,12.126,0.148,0.008,0.084,0.029,0.012,unm
6.804,7.048,8.613,8.612,9.097,0.027,0.125,0.070,0.064,0.046,unm
14.138,13.280,14.160,16.241,15.135,0.053,0.030,0.002,0.014,0.005,unm
18.002,17.752,13.616,7.396,10.537,0.015,0.021,0.047,0.026,0.086,unm
11.668,7.806,9.833,7.500,8.434,0.032,0.166,0.112,0.121,0.027,unm
11.308,11.144,13.335,15.817,14.046,0.005,0.012,0.080,0.012,0.030,unm
11.813,10.555,11.897,10.148,9.104,0.011,0.219,0.011,0.075,0.127,unm
9.436,10.426,9.950,10.704,11.083,0.106,0.078,0.095,0.079,0.029,unm
9.993,12.075,13.825,12.372,16.312,0.012,0.028,0.002,0.008,0.008,unm
15.936,11.986,13.435,11.707,11.166,0.027,0.041,0.004,0.028,0.035,unm
10.239,13.156,13.247,14.401,16.034,0.208,0.013,0.008,0.046,0.056,unm
7.533,7.238,9.578,13.060,11.141,0.005,0.021,0.035,0.019,0.028,unm
9.202,7.509,6.396,7.169,11.333,0.056,0.013,0.169,0.146,0.014,unm
8.951,8.875,11.812,16.595,15.213,0.086,0.187,0.044,0.055,0.070,unm
9.586,13.871,16.644,13.248,16.169,0.057,0.038,0.039,0.057,0.003,unm
7.556,9.193,9.621,10.853,11.158,0.122,0.027,0.016,0.017,0.029,unm
12.256,11.084,10.271,9.450,8.102,0.004,0.008,0.017,0.019,0.056,unm
15.906,11.919,17.471,16.375,12.547,0.048,0.091,0.060,0.021,0.056,unm
15.031,15.678,10.782,10.549,11.350,0.013,0.007,0.007,0.054,0.019,unm
12.032,11.504,12.875,19.008,22.385,0.006,0.030,0.032,0.013,0.024,unm
12.106,10.566,18.198,15.169,10.457,0.043,0.026,0.021,0.042,0.009,unm
13.222,10.684,11.169,9.454,10.408,0.028,0.147,0.025,0.095,0.020,unm
12.586,8.680,8.744,8.393,11.331,0.037,0.118,0.056,0.027,0.025,unm
12.324,18.107,22.440,20.137,12.998,0.089,0.055,0.022,0.074,0.041,unm
16.445,17.561,11.504,9.909,8.681,0.007,0.011,0.017,0.006,0.053,unm
11.111,11.511,8.503,8.113,10.074,0.075,0.075,0.007,0.057,0.097,unm
11.866,10.897,8.667,9.245,8.321,0.010,0.024,0.017,0.028,0.035,unm
10.190,9.627,13.820,15.157,9.022,0.020,0.014,0.116,0.118,0.023,unm
12.715,12.370,12.232,11.899,10.473,0.004,0.040,0.016,0.003,0.006,unm
9.807,12.303,16.827,19.537,15.306,0.103,0.016,0.005,0.007,0.014,unm
